txt,category
"<Uploader>:Singapore-Malaysia relations must be enhanced, says Malaysian PM Anwar Ibrahim. <Description>:In a speech during his first official visit to Singapore as Malaysia's prime minister on Monday (Jan 30), Anwar Ibrahim said that there will be enhanced cooperation between the two countries. Meanwhile, Singapore PM Lee Hsien Loong said he is confident that with Mr Anwar's support, Singapore-Malaysia relations can reac",
"<Uploader>:Homeless in New Delhi suffer through harsh cold spell. <Description>:With the temperature dropping to as low as 1.4 degrees Celsius, the homeless are suffering through the cold. Some charities have been helping by moving them to shelters. CNA's Ishan Garg reports.",
"<Uploader>:Growing reliance on nuclear power in France amid energy crunch. <Description>:Nuclear energy output has fallen to a 30-year low in France, contributing to an energy crunch that has threatened local businesses and livelihoods. France relies heavily on nuclear power, which supplies up to 70 per cent of the country's daily electricity needs. CNA's Ross Cullen reports.",
<Uploader>:Malaysia PM Anwar Ibrahim arrives in Singapore for first official visit. <Description>:Malaysia Prime Minister Anwar Ibrahim arrived in Singapore on Monday (Jan 30) for his first official visit to the country since he was sworn in on Nov 24. The Malaysian leader and his Singapore counterpart Lee Hsien Loong will witness the signing of agreements in areas that include the green and digital economy.,
"<Uploader>:Fallen trees, muddy waters: Cyclists concerned about flooded Bukit Timah bike trail amid bad weather. <Description>:Fallen trees, muddy waters and the smell of decaying foliage greet visitors to a portion of Bukit Timah Mountain Bike Trail that has been waterlogged for months. Observers are concerned that the perpetually-flooded stretch of mountain biking trail could pose a safety risk. CNA’s Chloe Choo reports. ",
"<Uploader>:The cool chick who keeps poultry as pets in Singapore. <Description>:Would you keep a chicken as a pet? Meet Jayce Ho, the cool chick who keeps six Polish chickens and two Cochin chickens in her backyard.",
"<Uploader>:She worked herself to two heart attacks: One woman’s journey out of workhaholism | Work It podcast. <Description>:Lisa Williamson’s first heart attack did not stop her from working round the clock – after all, she was at the pinnacle of her public relations career. It wasn't until a second one that made her take another look at her working style. She gives an unvarnished look at how work made her physically sick, and how she recalibrated, ",
"<Uploader>:Most energy-efficient SAFRA clubhouse to open in Choa Chu Kang in May. <Description>:The most energy-efficient SAFRA clubhouse is set to open its doors in Choa Chu Kang in May. Set to serve over 90,000 NSmen and their families, the eco-friendly facility is gunning to attain one of Singapore's highest green accreditation marks. Its slew of green initiatives includes having over 660 solar panels, generating en",
<Uploader>:MSF dedicates 2023 as Year of Celebrating Social Service Partners. <Description>:Singapore will continue to prioritise social mobility and support for families who face complex issues. The Social and Family Development Ministry said the social service sector will be front and centre in helping those in need. The MSF is also recognising 2023 as the Year of Celebrating Social Service Partners.,
"<Uploader>:Singapore's largest nursing home operator NTUC Health to offer more flexible care options. <Description>:Singapore's largest nursing home operator NTUC Health will offer more flexible care options, including short-term stays and virtual programmes that elders can attend from the comfort of their own homes. With ageing dubbed the biggest social issue of this generation, Health Minister Ong Ye Kung said it's time for structural ch",
"<Uploader>:Govt will help homeowners navigate ""double whammy"" of property market: DPM Heng. <Description>:Deputy Prime Minister Heng Swee Keat said the government will continue to keep a close watch on prices to ensure that all Singaporeans have a home to live in. Speaking to developers at a Chinese New Year lunch, Mr Heng said they oversee the whole value chain and therefore play a critical role to transform the built e",
"<Uploader>:Singapore did not see spike in COVID-19 cases over Chinese New Year: Ong Ye Kung. <Description>:Singaporeans can look forward to the return of greater normalcy. Health Minister Ong Ye Kung said the local COVID-19 situation remained stable over the Chinese New Year long weekend. Singapore's pandemic restrictions have almost all been lifted, except for compulsory mask-wearing in healthcare settings and on public ",
"<Uploader>:HDB resale flat prices rise 2.3% in Q4, slowest increase in 2022. <Description>:Prices of resale flats and private homes in the last quarter logged their slowest growth in over two years. This came on the back of cooling measures. In the last three months of 2022, Resale flat prices rose 2.3%, compared to 2.6% the previous quarter. In the private sector, prices in 4Q2022 climbed 0.4%, compared to 3.8% ",
"<Uploader>:Increased demand for firewood amid high energy prices prompts concern over Europe's forests. <Description>:For months, the EU has been embroiled in an energy crisis, with the fallout of Russia's invasion of Ukraine leading to highly volatile prices. Europe's winter is well underway, and with the uncertainty around gas and electricity supplies, there has been increased demand for firewood as an alternative fuel source. But that has pr",
"<Uploader>:Ukraine warns threat of Russian missile strikes remains high. <Description>:Ukraine's military has warned that the threat of missile strikes remains high, a day after Russia fired 59 rockets. Yesterday's attack killed at least 11 people and triggered widespread blackouts. Kharkiv's governor said fierce battles are being waged on the front lines. Moscow appears to be sending in reinforcements to block ",
"<Uploader>:Sell-off in India's Adani deepens to $50 billion. <Description>:A sell-off of Adani Group shares deepened today (Jan 27), extending the week's losses to over $50 billion. Billionaire owner Gautam Adani has slipped three ranks on the Forbes global rich list to the seventh spot. The rout started after a scathing report by US short-seller Hindenburg Research accused the conglomerat",
"<Uploader>:Japan to downgrade status of COVID-19, reclassifying it into same category as seasonal flu. <Description>:Health experts in Japan have agreed to downgrade the status of COVID-19, reclassifying it into the same category as the seasonal flu. The change will take effect from May 8. Prime Minister Fumio Kishida's government said this will allow for the easing of curbs, paving the way for normal social and economic activities t",
"<Uploader>:Myanmar's military spells out tough new election rules. <Description>:Myanmar's military appears to be preparing to hold parliamentary elections, but it has imposed strict new rules. Existing parties and would-be parties have 60 days to register with the election commission or face dissolution. Political factions keen to compete nationwide must have at least 100,000 members within 90 days of",
"<Uploader>:Sweden's NATO bid hangs in balance as Quran-burning incident sparks diplomatic spats. <Description>:There have been demonstrations across Muslim countries -- including Turkiye, Jordan, Yemen, Iraq, Indonesia and Malaysia -- after a far-right Swedish politician burned a Quran in Stockholm last week. This was followed by a similar incident in the Netherlands on Sunday. The controversy has spilled into the diplomatic world. ",
<Uploader>:Hundreds of Muslims gather outside Swedish embassy in KL to protest Quran burning in Stockholm. <Description>:Hundreds of Malaysian Muslims staged a protest outside the Swedish embassy in Kuala Lumpur to voice their anger over the burning of a Quran in Stockholm last week. The act committed by a far-right Swedish politician has sparked outrage among Muslims worldwide. Sweden's government has been accused of not taki,
"<Uploader>:Philippines to appeal ICC's decision to reopen probe into war on drugs. <Description>:The Philippine government has reacted angrily to a decision by the International Criminal Court to reopen its investigation into former president Rodrigo Duterte's war on drugs. It's set to appeal the decision. The probe is set to look into not just the killings, but other suspected rights abuses conducted in that time. The IC",
"<Uploader>:Afghanistan in “deep"" humanitarian crisis, says UN resident coordinator for country. <Description>:6 million people in Afghanistan are in extreme levels of food insecurity, just one of the problems the country faces, Dr Ramiz Alakbarov, United Nations Resident Coordinator in Afghanistan, tells CNA’s Asia Now. There’s a “deep crisis” related to electricity supplies and hospitals are full of children, malnourished and sufferi",
"<Uploader>:""Dire"" situation in Afghanistan amid sub-zero winter temperatures on top of humanitarian crisis. <Description>:Afghanistan is suffering through winter against the backdrop of what Necephor Mghendi calls “one of the worst humanitarian crises in the world” over the past two years. The head of the International Federation of Red Cross and Red Crescent Societies’ delegation in Afghanistan shares with CNA’s Asia Now the realities of tryi",
"<Uploader>:Europe turns to firewood in the face of uncertainties over gas, electricity supplies. <Description>:There has been an increase in demand for firewood as an alternative fuel source in Europe amid uncertainty around gas and electricity supplies as winter kicks in. However, the pivot is leading some to fear for the future of forests in Europe, which is among the most forest-rich regions in the world and plays host to much of",
"<Uploader>:Supply and demand shocks during COVID-19 force countries to relook trade opportunities. <Description>:The COVID-19 pandemic may have shaken global trade, but it has also forced countries to look for new markets, including diversifying their supply chains, Mr Olivier Becht, French Minister Delegate for Foreign Trade, Economic Attractiveness and French Nationals Abroad, told CNA’s Asia Now. ",
"<Uploader>:Geylang Serai Hari Raya Bazaar returns on Mar 17. <Description>:In Singapore, this year's Geylang Serai Hari Raya Bazaar will be the longest-running in its history. It will start five days earlier instead of its usual opening on the first day of the fasting month. The 36-day bazaar returns in full swing from Mar 17.",
"<Uploader>:Jurong West Hawker Centre to re-open in Q3 with revamped layout, more cooked food stalls. <Description>:Residents in Jurong West can look forward to a wider variety of meals in their neighbourhood. A refreshed hawker centre there will have more cooked food stalls and it is set to re-open in the third quarter of this year. The centre was closed for more than two years as its previous operator did not renew its contract due to ",
"<Uploader>:Rentals and prices of Singapore's industrial spaces rise in Q4 of 2022. <Description>:Rentals and prices of Singapore's industrial properties rose further in the last three months of 2022. Latest data from JTC shows that prices rose by 1.7 per cent from the previous quarter. Rentals jumped 2.1 per cent, with multiple-user factories and warehouses logging the highest increases.",
"<Uploader>:Singapore's factory output shrinks 3.1% on-year in December. <Description>:Singapore's factory output shrank for the third straight month in December, due to a deeper contraction in biomedical manufacturing. Output fell 3.1 per cent on-year in December, easing slightly from the 3.8 per cent contraction in the previous month.",
"<Uploader>:Digital Conveyancing Portal for property transactions to be fully implemented in 2026. <Description>:Singapore is one step closer to creating an online platform to make property ownership transfers more efficient and paperless. Speaking at an innovation awards ceremony, Second Minister for Law Edwin Tong announced that IT developer Tech Mahindra has won the tender for the project. The Digital Conveyancing Portal was f",
"<Uploader>:Online learning platform to be launched for maritime industry by end-2023. <Description>:The Singapore Maritime Officers' Union is developing a cloud-based learning platform that will make training cheaper by an estimated S$5,000 per seafarer. The platform is set to be launched by the end of this year. ",
"<Uploader>:Singapore to continue investing in tech talent. <Description>:Singapore will continue to invest heavily in developing tech talent, despite global giants cutting tens of thousands of jobs. Communications and Information Minister Josephine Teo said that other firms like Accenture and PayPal have committed to hiring and providing on-the-job training to a thousand workers this year. She adde",
"<Uploader>:A look at humanitarian efforts in Ukraine amid ""winter of war"". <Description>:Nearly one year into the Russia-Ukraine war, Ukrainian civilians continue to bear the brunt of a near daily barrage of bombs and missiles. Russia's aerial bombardment is straining critical infrastructure, with heating, electricity and water supplies facing disruption during the coldest months of the year. This has prompted a rise i",
"<Uploader>:Russia fires more than 50 missiles across Ukraine. <Description>:Russia has launched a massive wave of retaliatory airstrikes on Ukraine, firing more than 50 missiles, after Western countries pledged more arms support to Kyiv. More than 20 rockets targeted Ukraine's capital, with the barrage of strikes persisting for about four hours. ",
"<Uploader>:Heavy snowstorms continue to cause disruptions across Northeast Asia. <Description>:A bitter cold snap continues to grip parts of Northeast Asia. The freezing temperatures and icy conditions have created chaos in Japan, South Korea and China. ",
"<Uploader>:Outrage as Indian government blocks BBC documentary on PM Modi from airing. <Description>:As India celebrates its 74th Republic Day, controversy in the country continues over the latest Shah Rukh Khan Bollywood film and a BBC documentary. These have triggered a public outcry and reignited debates about press freedom and freedom of expression in the country. The Bollywood superstar's new blockbuster Patha",
"<Uploader>:Revelry and protest rallies mark Australia Day. <Description>:Australians celebrated their national day with revelry and rallies on Jan 26. The holiday, which falls on the anniversary of European settlers arriving at Sydney Harbour more than 200 years ago, has become increasingly divisive. Many believe it was the start of a cultural genocide by colonisers.",
"<Uploader>:Johor floods: Situation in Kampung Contoh, one of the worst-hit villages. <Description>:",
"<Uploader>:Australians distance themselves from controversial national day with protests. <Description>:Thousands of Australians across the country marked national day with protests in support of Indigenous people. For some, celebrating the day that the First Nations people were colonised and dispossessed is not particularly patriotic, Dr Benjamin Jones, senior history lecturer at CQUniversity, told CNA’s Asia Now. ",
"<Uploader>:‘A day that divides many’: Why some Aussies are not celebrating their national day. <Description>:Australia Day is increasingly becoming a day that many Australians are not comfortable celebrating, as it is a painful reminder for Indigenous communities of the day the first British settlers arrived to colonise the country. Professor Martin Thomas of the Australian National University’s School of History shares his thought",
"<Uploader>:Will advanced tanks from US, Germany turn the tide in the Ukraine war?. <Description>:",
"<Uploader>:Germany steps up humanitarian efforts to help Ukraine. <Description>:More than one million Ukrainian citizens have fled to Germany since Russia invaded almost a year ago. In response, much of the country has mobilised efforts to help, with state-funded facilities like a former airport repurposed to provide shelter for them, and charities and community groups doing their part to contri",
<Uploader>:Repairs under way at Sungei Buloh Wetland Reserve bridge after man and daughter fell into hole. <Description>:,
"<Uploader>:Ukraine struggles to power through winter with energy infrastructure down. <Description>:Power outages have become increasingly common in Ukraine as a result of relentless Russian strikes on its energy infrastructure. Power supply has been patchy, with the country only having half of its usual thermal power generation capacity at times. CNA's Sarah Coates reports.",
<Uploader>:Karung guni men hope young Singaporeans can revive sunset industry. <Description>:,
<Uploader>:The airport police officers who help keep Changi Airport safe. <Description>:,
"<Uploader>:CNA Explains: Should you switch your phone off on a plane?. <Description>:Ever forgotten to turn off your phone or put it on airplane mode before take-off and landing? And if a mobile phone signal is too weak to affect flight equipment, why do airlines tell you to put it on airplane mode anyway? We asked our readers for their questions about using phones on planes, and went to aviation experts ",
"<Uploader>:Employment agencies in Singapore welcome proposed Indonesian law to protect foreign domestic workers. <Description>:Employment agencies in Singapore have welcomed a new proposed law by Indonesia, which aims to better protect its domestic workers. If passed, the PPRT Bill will introduce a standardised minimum wage, protection from mistreatment and more. Tabled 19 years ago, it is now a priority for the Indonesian government.",
"<Uploader>:Top earners bear brunt of Singapore's rising costs in 2022. <Description>:Top earners bore the brunt of rising consumer prices in 2022, as inflation across all income groups in Singapore was driven by higher costs of things such as food, accommodation and electricity. CNA spoke to Professor Sumit Agarwal, Professor of Finance, Real Estate and Economics at NUS Business School, on this issue.",
"<Uploader>:Singapore to host aviation safety summit in March. <Description>:Singapore is set to host a first-ever aviation safety summit, as travel resumes in a big way post-COVID restrictions. The meeting will explore the airworthiness of aircraft which were held in storage, as well as the emergence of new technologies such as unmanned aviation systems. The three-day event in March ",
<Uploader>:JTC to increase solar capacity of Jurong Island by eight-fold. <Description>:Jurong Island is betting big on solar power in a major sustainability push. Developer JTC is seeking proposals to install solar panels across building rooftops and 60 hectares of temporary vacant land on the petrochemical hub.,
"<Uploader>:Monsoon season foils festive plans, affects outdoor restaurants in Singapore. <Description>:In Singapore, the rainy start to the Year of the Rabbit is putting a damper on more than just Chinese New Year celebrations. With the storms expected to persist through the month, it is foiling plans for people and ruining business for outdoor restaurants.",
"<Uploader>:Singapore's core inflation remains unchanged at 5.1% in December. <Description>:For the whole of 2022, Singapore's core inflation averaged 4.1 per cent, higher than the figure of 0.9 per cent in 2021. In December, consumer prices remained unchanged for the third straight month, on the back of higher costs for food and services. Core inflation, which excludes private transport and accommodation cos",
"<Uploader>:South Korea bringing in migrant workers amid labour shortage. <Description>:South Korea will be bringing in about 110,000 migrant workers this year to work at its farms and factories. These sectors are facing a labour shortage as younger South Koreans deem those jobs dirty and dangerous. The country's treatment of migrant workers is now under closer scrutiny.",
"<Uploader>:Cost of living is top priority for New Zealand's new PM. <Description>:Chris Hipkins has held his first Cabinet meeting as New Zealand's new prime minister. He has taken over the country's top job following Jacinda Ardern's shock resignation last week. The new leader has promised to tackle bread-and-butter issues, including the rising cost of living. ",
<Uploader>:Nearly three-quarters of mass killings in US between 2016 and 2020 involved guns: Report. <Description>:The US Secret Service has released a report revealing the grim reality of mass shootings in the country. Nearly three-quarters of all mass casualty attacks between 2016 and 2020 were the result of gun violence. ,
"<Uploader>:Freezing weather kills more than 150 people in Afghanistan. <Description>:More than 150 people have died in Afghanistan over the past two weeks amid a harsh winter. Temperatures in Kabul have plunged this month, dropping to as low as -34 degrees Celsius. Millions are facing the country's coldest winter in 15 years. The impact has been made worse by limited humanitarian aid being distrib",
"<Uploader>:2 crew members die, several missing after cargo ship sinks between South Korea and Japan. <Description>:Ships are searching in rough seas for missing crew members of a Hong Kong-flagged cargo ship that sank in the waters between South Korea and Japan. Thirteen out of 22 people on board have been rescued so far. But officials say two have since died. ",
"<Uploader>:At least 1 dead as heavy snow hits Japan. <Description>:Tens of millions of people in Northeast Asia are braving sub-zero conditions as a record-setting cold snap grips the region. At least one person has been killed in Japan as heavy snow blankets large parts of the country, snarling traffic and forcing the cancellation of hundreds of flights. There is also travel chaos in South ",
"<Uploader>:Germany to send Leopard 2 tanks to Ukraine. <Description>:A major U-turn on arming Ukraine from Western powers may soon see a column of powerful battle tanks getting ready to break through Russian defences in the war-torn country. The US is reportedly getting ready to send its M1 Abrams battle tank, while Germany has approved delivery of its own Leopard 2 tanks, as well as r",
<Uploader>:CNA Explains: Why is inflation so high?. <Description>:,
"<Uploader>:Roaring demand for lion dance performances; troupes turning down bookings due to labour constraints. <Description>:More residences are ushering in the Chinese New Year with a roar. The demand for lion dance performances has gone up by about 30 per cent, compared to the pre-pandemic years. CNA’s Man Yong Le reports.",
"<Uploader>:Rising energy costs, worker shortages strain UK agriculture sector. <Description>:The United Kingdom is on the brink of a food supply crisis, as its farmers face soaring energy costs and manpower shortages. The price of producing everything from eggs to meat has already gone up sharply, and with the agriculture sector under significant pressure, there are calls for urgent help from the government. ",
"<Uploader>:Chris Hipkins succeeds Jacinda Ardern as New Zealand's prime minister. <Description>:Labour Party leader Chris Hipkins was sworn in as New Zealand's prime minister in a formal ceremony on Wednesday (Jan 25), following the resignation of Jacinda Ardern last week. Hundreds gathered in the grounds of parliament as Ardern left for the final time as prime minister, hugging members of parliament in turn, ",
"<Uploader>:Asian farm worker suspected of killing 7 in California taken into custody. <Description>:A 67-year-old man is in custody after seven people were killed in a mass shooting at two locations in Half Moon Bay, a rural spot south of San Francisco. A TV news crew captured footage of armed officers pulling Chunli Zhao to the ground. (Video: Reuters)",
<Uploader>:Flower sales bloom as Hong Kong celebrates Chinese New Year with few restrictions. <Description>:,
"<Uploader>:Even after lifting of COVID-19 curbs, digital red packets still popular with customers. <Description>:Digital red packets and QR gift cards are getting more popular, with some local banks seeing a surge of up to 30 per cent more e-hongbao given out, compared to last year. This is despite the lifting of COVID-19 restrictions allowing families and friends to meet face-to-face, regardless of their group sizes. CNA’s Sabrina Low",
"<Uploader>:US House Speaker’s gruelling path to being elected reveals a deeply divided Republican party. <Description>:Republican Kevin McCarthy might have been elected as the new Speaker of the United States House of Representatives after a gruelling four days of negotiations and 15 rounds of voting, but the divisions within his party’s ranks are clear. CNA’s Kate Fisher reports.",
"<Uploader>:Not just for kids: Singapore's remote-controlled car community. <Description>:""These are not toys"": Dozens of remote-controlled car enthusiasts gather in Woodlands every weekend, where they have found a place for racing despite the lack of open spaces in Singapore.",
"<Uploader>:Brisk business for Singapore car rental firms over Chinese New Year period. <Description>:As people celebrate the festive season without COVID-19 restrictions, they have turned to car rental firms to get around the island conveniently for visiting. CNA's Claudia Lim reports.",
<Uploader>:The families who rescue unwanted food and give it away. <Description>:,
"<Uploader>:Taiwan hotels struggle to keep up with demand amid manpower crunch. <Description>:For the first time in three years, Taiwan is ushering in the Chinese New Year with little to no COVID-19 restrictions. From sitting silent for the most part during the pandemic, hotels now face the opposite problem – keeping up with demand. According to the Taiwan Tourism Bureau, up to 60 per cent of hotels across the island ",
<Uploader>:Yip Yew Chong's 60-metre painting of Singapore. <Description>:,
<Uploader>:Keeping lion dance alive in Indonesia. <Description>:,
<Uploader>:How police took down a knife-wielding man in Yishun. <Description>:,
<Uploader>:Singapore charities seeing more donations during festive period but find trash among treasure. <Description>:,
"<Uploader>:Former Siglap Primary School repurposed as mental health hub offering wellness programmes. <Description>:An old primary school in Singapore is getting a new lease of life as a mental health hub. Run by New Hope Community Services, Kampung Siglap will offer wellness programmes like retreats and life skills training for social service professionals and vulnerable families. ",
"<Uploader>:Yishun knife attack: Quick-thinking police officers, teamwork led to suspect's arrest. <Description>:Quick-thinking police officers and teamwork are what led to the arrest of a man who held a woman at knifepoint in Yishun on Jan 9. Officers shared how they overcame challenges at critical moments. It was also the first time any of them had handled such a situation.",
<Uploader>:Strengthening digital inclusion a key priority for Singapore: Josephine Teo. <Description>:Communications and Information Minister Josephine Teo has said that a key priority for Singapore is to strengthen digital inclusion to make sure no one is left behind in the development of digital communities. There will be community consultations to understand the skills needed for Singaporeans to confidently go d,
"<Uploader>:Festive surcharges: Merchants raise prices during Chinese New Year period. <Description>:Some merchants in Singapore introduced surcharges as high as S$15 on their goods and services as early as two weeks before Chinese New Year. Some say the extra profit makes up for lost business expected during the festive period, while others say the bonus is simply a custom.  ",
"<Uploader>:French Navy's Rafale fighter jets conduct exercise with RSAF. <Description>:The Republic of Singapore Air Force and French Navy have held a bilateral exercise involving fighter jets from both sides. The mission, named RASTABAN, aims to demonstrate France's ability to deploy assets from sea over a long distance, especially to Southeast Asia. ",
"<Uploader>:HDB working to reduce median waiting time for new BTO flats back to pre-pandemic norm. <Description>:Homeowners can expect shorter waiting times for their new Build-to-Order flats. The Housing and Development Board (HDB) is working to reduce the median waiting time back to the pre-pandemic norm, which means no longer than four years. HDB said the easing of pandemic restrictions and steady recovery of the cons",
"<Uploader>:SPH Media Trust's inflated circulation numbers will be addressed in Parliament: Josephine Teo. <Description>:Communications and Information Minister Josephine Teo has said her ministry will address 
SPH Media Trust's inflated circulation numbers in the next Parliamentary session. She said this to reporters on the sidelines of the World Economic Forum in Davos. SPH Media Trust is under investigation for circu",
"<Uploader>:LTA to adjust COE quota calculation. <Description>:Motorists can look forward to more COEs for the next three months, following changes to how vehicle quota licences for bidding are calculated. The COE supply for February to April is expected to increase to 9,437. The Land Transport Authority currently bases the calculation on the rolling average of vehicles deregistere",
"<Uploader>:South Korea's household debt declines in 2022. <Description>:South Korean households are among the most indebted in the world. Their debt is even greater than the entire country's economic output. In 2022, it declined for the first time in 18 years and analysts say it could fall further.",
"<Uploader>:Japan to downgrade COVID-19 to same category as seasonal flu. <Description>:Japan is moving to reclassify COVID-19, putting it in the same category as seasonal flu this spring.  Prime Minister Fumio Kishida made the announcement after meeting with his Cabinet ministers dealing with infectious diseases. ",
"<Uploader>:Ukraine wants West to provide enough tanks to help it win war with Russia. <Description>:Ukraine believes more firepower, including tanks, could be a game changer in the ongoing conflict with Russia. CNA looks at some of the heavy weapons that are already on the ground and the other items on Ukraine's wishlist.",
<Uploader>:Hundreds evacuated after blaze breaks out in slums next to Seoul's Gangnam district. <Description>:Hundreds of people have been evacuated near South Korea's posh Gangnam district due to a massive fire. The blaze broke out in one of the last remaining shanty towns in Seoul. The flames tore through Guryong Village. The fire lasted around five hours. It left smouldering ruins and charred remains of an estimated 60 makes,
"<Uploader>:US announces US$2.5b weapons package for Ukraine. <Description>:Defence leaders of NATO and about 50 other countries have converged on Ramstein Air Base in Germany to discuss a new package of military aid for Ukraine. US Defense Secretary Lloyd Austin has offered a new package of arms and munitions worth US$2.5 billion. Russia has slammed the meeting, adding it is unlikely to ",
"<Uploader>:COVID-19: China says outbreak has peaked amid Chinese New Year holiday rush. <Description>:People across China are crowding into trains and buses as they travel home for Chinese New Year. With the holiday rush at full tilt, authorities say the nation's COVID-19 outbreak has reached a peak. They maintain that infections are at a ""relatively low"" level and they say the number of seriously ill patients is on the decli",
"<Uploader>:With rising bank interest rates, many South Koreans can only wait to buy dream homes in Seoul. <Description>:South Koreans are waiting for the right opportunity to buy their dream homes in the capital Seoul, as steeply rising bank interest rates are making them think twice before taking out loans. While home prices have started to drop, many are still adopting a wait-and-see approach. CNA’s Lim Yun Suk reports. ",
"<Uploader>:Deadly residential fires: Is stricter enforcement in Singapore needed? | Heart of the Matter podcast. <Description>:Overloaded sockets, cheap batteries and cluttered homes - these are some of the factors driving fires in homes in Singapore. What's missing in our understanding of fire safety and who should be responsible? Steven Chia speaks to Benedict Koh, president of Fire Safety Managers’ Association Singapore, Yong Teck Meng, ",
"<Uploader>:Are China's COVID-19 death figures accurate? Some experts say true toll of latest wave unclear. <Description>:China has released a COVID-19 death count that includes those dying from other underlying diseases besides respiratory failure, after widespread criticism for its narrow definition of COVID-19 deaths. But experts said the latest data still underrepresents the severity of the outbreak. CNA's Low Minmin reports. ",
"<Uploader>:Ukraine war: Heavy weapons on the battlefield. <Description>:High Mobility Artillery Rocket Systems, Patriot missile systems, and AMX-10 RC armoured fighting vehicles are some of the military hardware worth billions of dollars supplied by the West to Ukraine to fend off Russia. CNA's Otelli Edwards explains some of these heavy weapons on the ground, and other items on Ukraine's wi",
"<Uploader>:Hamper sales increase this Chinese New Year. <Description>:Chinese New Year hampers, which contain goodies symbolising prosperity and good fortune, continues to be a popular gift for the festive season despite inflation and rising costs. At one retailer, Joaquim Florist & Gifts, hampers worth S$100 and S$200 are most popular. CNA’s Claudia Lim reports.",
"<Uploader>:CNA938 breaks into the top 10 radio stations in Singapore. <Description>:A stellar performance for Mediacorp's English news and information station CNA938. Digital listenership has leapfrogged from eighth to the fourth spot, after its growth across various segments. According to the latest results of the Nielsen Radio Survey, the station also reaped the lion's share of the digital pie among ne",
"<Uploader>:""Sam's Mozzie Adventure"" game helps raise awareness on dengue in Singapore. <Description>:Singapore could see another large dengue outbreak this year. The National Environment Agency has warned that the continued high number of weekly cases raises the risk of an early surge in the coming months. A game, Sam's Mozzie Adventure, has been found to be effective in educating players on how to fight dengue and wi",
"<Uploader>:Early childhood education critical in bridging inequality gap in Singapore: Desmond Lee. <Description>:At the World Economic Forum in Davos, Singapore's National Development Minister Desmond Lee discussed the multi-trillion-dollar care economy and building sustainable and socially resilient cities. He said early childhood education is a critical pillar in bridging the inequality gap in Singapore., which is why the Republic inve",
"<Uploader>:Youth talent wanted as Singapore taps sustainable tourism, urban wellness. <Description>:Singapore is banking on a pipeline of youth talent to lead the country towards sustainable travel and urban wellness -- the two growth areas in the tourism sector. It hopes to do so by equipping students from polytechnics and the Institutes of Technical Education with skills to meet growing demand. At the Tourism Transfo",
"<Uploader>:Wholesalers, wet market stalls see drop in demand for ingredients despite CNY period. <Description>:Demand is down 10% at some wholesalers and wet markets in Singapore this peak period. But prices have not dropped, amid rising costs and manpower shortages. With Chinese New Year around the corner, that may soon change. ",
"<Uploader>:""Smart clubbing"" campaign to help tackle rise in outrage of modesty cases at nightlife outlets. <Description>:Cases of outrage of modesty at nightspots in 2022 increased fourfold from the year before. Close to 80 cases were reported between January and September last year. To combat the rise, the police will be deploying more surveillance cameras, including its Enhanced Mobicam, at public entertainment-related crime hotspot",
<Uploader>:NEA warns of dengue outbreak as last week's cases almost double from same period last year. <Description>:Singapore could see another large dengue outbreak this year. The National Environment Agency has warned that the continued high number of weekly cases raises the risk of an early surge in the coming months. Close to 280 cases were reported last week -- almost double the number in the same period a year ago. There are ,
"<Uploader>:Fewer workplace fatalities during heightened safety period but more major injuries: MOM. <Description>:Major injuries at workplaces occurred more frequently in the final quarter of 2022, compared to the first nine months of the year. Authorities said this indicates that the risk of accidents remains high, even though the number of deaths decreased. The Manpower Ministry has classified these incidents into two types: A",
"<Uploader>:Lion dance troupes back on Malaysia's streets for Chinese New Year. <Description>:Chinese New Year festivities are making a comeback in Malaysia after a two-year pandemic hiatus. One of the most important traditions of them all, the lion dance, is drumming back on to the streets. A traditional lion-head artisan in Malaysia has spent almost four decades hand-crafting the heads for local troupes. He is a",
"<Uploader>:Workers in France walk out in mass strikes against plans to raise retirement age. <Description>:France is bracing for a day of widespread disruptions. Workers have walked out in mass across the country to protest against the government's plan to raise the retirement age. Tens of thousands have taken to the streets in major cities -- including Paris, Marseille, Toulouse, Nantes and Nice -- bringing transport services to a ",
<Uploader>:Japan PM Kishida's plan to raise defence spending expected to be highlighted when Diet convenes. <Description>:An historic shift in Japan’s defence policy is expected to be highlighted when the Diet convenes on Monday (Jan 23). Lawmakers will be discussing Prime Minister Fumio Kishida’s move last December to raise spending to about $318 billion in five years as part of the country’s new defence and security strategy. Opposition ,
"<Uploader>:Hong Kong to lift mandatory isolation order for COVID-19 patients in ""step towards normalcy"". <Description>:Hong Kong will lift the mandatory isolation order for COVID-19 patients from Jan 30 in what it calls ""a step towards normalcy"". This marks the biggest shift so far, after three years of strict pandemic measures plunged its economy into recession. The Hong Kong government said it took a science-based approach in makin",
"<Uploader>:Protectionism can never be ""right answer"" to global challenges: S Korean President Yoon. <Description>:South Korean President Yoon Suk-yeol said protectionism cannot be an answer to dealing with current global challenges. Speaking at the World Economic Forum in Davos, he vowed to work with other countries to stabilise global supply chains. Meanwhile, environmental activists are putting the spotlight on climate change i",
